Actual Credit Score,Predicted Credit Score,Actual Creditworthiness,Predicted Creditworthiness
506,520.0932487986645,Bad,Bad
670,718.7755590297041,Bad,Good
786,768.5822767585885,Good,Good
804,811.9341429758776,Good,Good
746,654.1400954166548,Good,Bad
591,535.5622088643973,Bad,Bad
638,560.6889235416548,Bad,Bad
558,606.892942932219,Bad,Bad
569,568.1369371342587,Bad,Bad
634,653.1948747540464,Bad,Bad
750,795.324177447905,Good,Good
535,527.4931227604048,Bad,Bad
658,625.7105195107434,Bad,Bad
630,542.2445876041548,Bad,Bad
674,715.0316532930931,Bad,Good
501,567.5399770176091,Bad,Bad
516,519.5448566114337,Bad,Bad
544,577.6614021554387,Bad,Bad
502,506.3807973301091,Bad,Bad
696,633.8630784995074,Bad,Bad
618,678.6405207048607,Bad,Bad
471,500.3031813541549,Bad,Bad
833,833.997479371964,Good,Good
698,725.6263605486107,Bad,Good
465,449.8807973301091,Bad,Bad
686,693.4681091294747,Bad,Bad
551,573.7901350362522,Bad,Bad
753,777.046345416655,Good,Good
665,714.3250937050415,Bad,Good
747,697.0561110416548,Good,Bad
575,593.7505517103829,Bad,Bad
486,458.00745579962836,Bad,Bad
428,472.8864125644841,Bad,Bad
526,560.5415011118912,Bad,Bad
784,733.8911508381511,Good,Good
601,579.0725867428164,Bad,Bad
738,688.6801344791548,Good,Bad
752,796.1618674305503,Good,Good
552,507.2577711979049,Bad,Bad
588,603.3759352604048,Bad,Bad
513,492.0360542933894,Bad,Bad
737,753.440876666655,Good,Good
760,739.0689375797189,Good,Good
576,525.4398793613591,Bad,Bad
695,683.8592711984918,Bad,Bad
499,521.7743727604048,Bad,Bad
530,514.4178160343025,Bad,Bad
589,531.1766957676091,Bad,Bad
724,729.4977965129035,Good,Good
481,528.9950758854048,Bad,Bad
834,876.506306354155,Good,Good
495,510.8422231113591,Bad,Bad
704,762.3797445064614,Good,Good
697,747.8521015300337,Bad,Good
826,820.763142291655,Good,Good
731,769.4537298928686,Good,Good
820,840.067341510405,Good,Good
645,589.1227411496321,Bad,Bad
640,623.2032281012761,Bad,Bad
483,545.9432026287606,Bad,Bad
794,842.4026437276543,Good,Good
459,457.8007192051091,Bad,Bad
764,784.3955160319142,Good,Good
725,641.3700771021523,Good,Bad
498,440.3634238369279,Bad,Bad
462,498.9262282291549,Bad,Bad
616,683.5707387363591,Bad,Bad
664,643.3236891666548,Bad,Bad
748,752.7979375339172,Good,Good
605,625.9772259479575,Bad,Bad
629,621.3334547916548,Bad,Bad
559,588.5819692051091,Bad,Bad
799,786.7175306648385,Good,Good
742,631.4618727604048,Good,Bad
592,560.5131422916548,Bad,Bad
523,526.8075713915027,Bad,Bad
676,640.5019118229048,Bad,Bad
646,620.0426928585357,Bad,Bad
583,573.0077504551091,Bad,Bad
662,617.7816969791548,Bad,Bad
549,528.658465540194,Bad,Bad
800,756.308064166655,Good,Good
587,668.5512250104796,Bad,Bad
457,515.4833571354048,Bad,Bad
446,515.2152667676837,Bad,Bad
536,533.4373468532089,Bad,Bad
535,533.7925177225823,Bad,Bad
583,602.6885843468428,Bad,Bad
761,788.1763357232331,Good,Good
377,501.8255821856423,Bad,Bad
810,813.051228229155,Good,Good
538,596.8637282291548,Bad,Bad
588,466.7440279022453,Bad,Bad
824,876.427693072905,Good,Good
815,825.9813410173607,Good,Good
530,568.8468751197288,Bad,Bad
766,731.8390718270862,Good,Good
670,696.4853058140557,Bad,Bad
622,703.5582559747163,Bad,Good
479,494.9706618229049,Bad,Bad
780,868.4530920049199,Good,Good
493,482.62223561896656,Bad,Bad
611,700.7868701783564,Bad,Good
496,480.4667348301091,Bad,Bad
683,658.1190039851826,Bad,Bad
676,665.3573805729048,Bad,Bad
558,589.8399708192087,Bad,Bad
506,522.1278839499821,Bad,Bad
570,540.0873610416548,Bad,Bad
516,536.2001540104048,Bad,Bad
698,746.1625563541548,Bad,Good
705,690.2470341757178,Good,Bad
681,624.8510329166548,Bad,Bad
727,769.0477369636201,Good,Good
546,526.2212876603223,Bad,Bad
526,568.0312086979048,Bad,Bad
526,505.65166618556015,Bad,Bad
609,647.9999586979048,Bad,Bad
547,590.738879175371,Bad,Bad
621,601.6318227716968,Bad,Bad
532,522.6258722673607,Bad,Bad
573,571.217069756117,Bad,Bad
828,756.869099322905,Good,Good
518,518.1272253533031,Bad,Bad
818,774.321736041655,Good,Good
501,468.2026666680539,Bad,Bad
531,538.4577498181009,Bad,Bad
536,551.0858754551091,Bad,Bad
820,699.3705641666548,Good,Bad
653,561.0697207031421,Bad,Bad
760,777.1966174633075,Good,Good
457,493.0424359479796,Bad,Bad
729,761.4023629922624,Good,Good
640,598.4506422916548,Bad,Bad
579,582.8080434238591,Bad,Bad
528,533.3090407291548,Bad,Bad
731,695.0482985416548,Good,Bad
592,611.6357008854048,Bad,Bad
435,526.5352162754216,Bad,Bad
441,450.3612686545038,Bad,Bad
829,785.897907916655,Good,Good
727,737.4320876041548,Good,Good
824,795.1942023252774,Good,Good
508,529.6772047916548,Bad,Bad
661,564.6727677796767,Bad,Bad
547,501.6022962898385,Bad,Bad
594,607.7167348301091,Bad,Bad
469,416.48218449695463,Bad,Bad
591,574.1078775357659,Bad,Bad
521,473.71471520957306,Bad,Bad
643,596.9530836979048,Bad,Bad
524,531.7431227604048,Bad,Bad
728,686.6220290104048,Good,Bad
578,567.2799387768309,Bad,Bad
805,759.747029010405,Good,Good
591,671.0721432747456,Bad,Bad
533,517.7074782291548,Bad,Bad
524,564.2035719791548,Bad,Bad
832,834.576130572905,Good,Good
575,530.0556020176091,Bad,Bad
815,801.5839292602839,Good,Good
678,664.9711501041548,Bad,Bad
479,501.9603871738591,Bad,Bad
759,821.9807715613374,Good,Good
472,454.5042384588852,Bad,Bad
532,577.2211501041548,Bad,Bad
519,564.4608686269396,Bad,Bad
524,532.8075758854048,Bad,Bad
675,635.3695093551357,Bad,Bad
587,553.2767870239962,Bad,Bad
786,801.8531146092507,Good,Good
399,545.1059157291548,Bad,Bad
549,574.0727126041548,Bad,Bad
585,609.5913500209685,Bad,Bad
662,603.0659850063186,Bad,Bad
597,553.8549391666548,Bad,Bad
769,792.0028253923607,Good,Good
637,635.2070692268471,Bad,Bad
827,805.437458697905,Good,Good
611,549.517103725811,Bad,Bad
700,716.7919508854048,Good,Good
824,831.5043971716823,Good,Good
464,470.4686879551091,Bad,Bad
509,631.5570876041548,Bad,Bad
773,778.5391837125153,Good,Good
673,643.4818922916548,Bad,Bad
488,562.4418532291548,Bad,Bad
665,663.536242801609,Bad,Bad
497,487.3839375812979,Bad,Bad
741,726.7357985416548,Good,Good
664,683.5492970314177,Bad,Bad
634,628.3689177624851,Bad,Bad
532,438.95340035564345,Bad,Bad
703,649.1552875204637,Good,Bad
703,705.9999120206777,Good,Good
822,888.7018240370264,Good,Good
728,725.4993916222835,Good,Good
690,709.4686566604762,Bad,Good
720,735.8487659896589,Good,Good
403,435.0957346944628,Bad,Bad
623,554.5421136787733,Bad,Bad
553,566.4809157291548,Bad,Bad
730,668.4924330085885,Good,Bad
603,642.2896743963084,Bad,Bad
806,753.837361041655,Good,Good
593,620.4638258854048,Bad,Bad
461,540.4423415104048,Bad,Bad
820,778.0183602299473,Good,Good
571,513.1620473301091,Bad,Bad
810,740.3368727604048,Good,Good
670,620.9704130198342,Bad,Bad
673,639.8123457585168,Bad,Bad
503,530.1127309238591,Bad,Bad
523,601.0873402988591,Bad,Bad
372,520.4330641666548,Bad,Bad
492,456.1059125104796,Bad,Bad
564,540.6314790360415,Bad,Bad
797,723.5732008854048,Good,Good
543,538.4240782060838,Bad,Bad
821,804.1580217630728,Good,Good
512,513.6552321354048,Bad,Bad
593,652.3241742292296,Bad,Bad
806,784.162556354155,Good,Good
797,790.202595416655,Good,Good
591,576.495750504248,Bad,Bad
648,692.8917076788723,Bad,Bad
564,572.3656670889808,Bad,Bad
467,502.6665771652233,Bad,Bad
436,485.3031573926838,Bad,Bad
709,706.815893561318,Good,Good
576,568.6728102604048,Bad,Bad
555,602.2866080208661,Bad,Bad
684,660.7997426426091,Bad,Bad
543,549.8372980486107,Bad,Bad
673,723.1330580085885,Bad,Good
830,811.8360281991256,Good,Good
638,616.8564040104048,Bad,Bad
512,524.1708571354048,Bad,Bad
539,507.9708852899632,Bad,Bad
489,546.2187086979048,Bad,Bad
441,581.2289626041548,Bad,Bad
510,532.676956621666,Bad,Bad
570,547.1811864064255,Bad,Bad
700,630.8554274479048,Good,Bad
469,521.2099640183674,Bad,Bad
784,784.672810260405,Good,Good
545,619.0637220710885,Bad,Bad
566,548.7641188541548,Bad,Bad
833,807.157185260405,Good,Good
690,677.4928366268916,Bad,Bad
502,534.3798415104048,Bad,Bad
478,444.4473437453368,Bad,Bad
683,682.2893787140355,Bad,Bad
490,443.2777667676838,Bad,Bad
654,672.7605766606024,Bad,Bad
768,703.5512282291548,Good,Good
459,460.02524709369874,Bad,Bad
624,667.0985915104048,Bad,Bad
690,698.9833860150511,Bad,Bad
464,510.63545020871703,Bad,Bad
721,708.2776351843219,Good,Good
376,447.2284535801091,Bad,Bad
783,806.2706671003549,Good,Good
589,608.8948793907417,Bad,Bad
658,515.7260329166548,Bad,Bad
485,612.4003285801091,Bad,Bad
557,644.9174391666548,Bad,Bad
493,559.2836501041548,Bad,Bad
540,550.3427321354048,Bad,Bad
719,707.0743021013291,Good,Good
583,648.0879834002509,Bad,Bad
775,811.2259699236107,Good,Good
496,493.93016625086057,Bad,Bad
617,566.6320320927437,Bad,Bad
707,681.2538649479048,Good,Bad
538,582.5595290104048,Bad,Bad
769,746.623708533528,Good,Good
495,533.6562086979048,Bad,Bad
526,587.2681259012217,Bad,Bad
498,580.3324782291548,Bad,Bad
797,788.3625120117925,Good,Good
505,560.7782790104048,Bad,Bad
811,824.1176469790995,Good,Good
501,524.6024977604048,Bad,Bad
524,551.1982008854048,Bad,Bad
719,594.4151413460796,Good,Bad
685,547.0136305729048,Bad,Bad
470,537.7821852604048,Bad,Bad
626,609.9416197141383,Bad,Bad
504,545.9145094791548,Bad,Bad
520,508.4970290104049,Bad,Bad
562,536.2423135887777,Bad,Bad
630,684.5257584503152,Bad,Bad
722,682.9765263783677,Good,Bad
439,575.4706618229048,Bad,Bad
702,709.2970870543984,Good,Good
704,601.9037672916548,Good,Bad
633,664.2768141666548,Bad,Bad
463,426.303485071444,Bad,Bad
475,505.3710317051091,Bad,Bad
719,730.1449782291548,Good,Good
527,517.3974151999821,Bad,Bad
814,792.724568072905,Good,Good
584,579.1957594791548,Bad,Bad
518,471.8718746956507,Bad,Bad
766,611.4223219791548,Good,Bad
632,625.5577281601594,Bad,Bad
806,766.913532916655,Good,Good
728,694.2347387844559,Good,Bad
457,513.9003493229048,Bad,Bad
527,552.2328688541548,Bad,Bad
341,481.0126540104049,Bad,Bad
619,630.5350036673851,Bad,Bad
799,780.4710580364954,Good,Good
524,549.6454665104048,Bad,Bad
526,582.0087477604048,Bad,Bad
623,576.6012453748394,Bad,Bad
827,768.859333697905,Good,Good
831,822.185505572905,Good,Good
558,520.4686953371348,Bad,Bad
556,535.1293324863591,Bad,Bad
495,478.0398558935483,Bad,Bad
808,759.805134479155,Good,Good
543,580.2716042706948,Bad,Bad
825,800.3616264000453,Good,Good
483,518.1903883854048,Bad,Bad
534,543.1783369395688,Bad,Bad
728,723.9946849044168,Good,Good
626,686.4126331852947,Bad,Bad
696,664.1721657935229,Bad,Bad
703,785.5378431648385,Good,Good
664,633.8730100065862,Bad,Bad
781,779.0340753923607,Good,Good
527,579.4740797916548,Bad,Bad
538,481.30613580045576,Bad,Bad
504,585.0336501041548,Bad,Bad
691,603.0238844791548,Bad,Bad
433,436.93353746875664,Bad,Bad
598,708.0952183364063,Bad,Good
542,453.09985320528335,Bad,Bad
521,546.6435133854048,Bad,Bad
749,724.8171400398385,Good,Good
812,763.532185260405,Good,Good
468,490.9919527866314,Bad,Bad
538,556.7206618229048,Bad,Bad
696,720.1444488733471,Bad,Good
529,506.57465372195713,Bad,Bad
643,591.4351288857434,Bad,Bad
392,455.6029652988591,Bad,Bad
585,531.4626015900521,Bad,Bad
484,501.6298207676091,Bad,Bad
542,565.9278511174276,Bad,Bad
421,380.5890505044754,Bad,Bad
487,508.4267165104049,Bad,Bad
498,502.5155629551091,Bad,Bad
815,830.628864947905,Good,Good
767,720.7167709286191,Good,Good
615,588.3283171764673,Bad,Bad
561,513.5011089237247,Bad,Bad
699,669.558528253935,Bad,Bad
554,612.64432338332,Bad,Bad
497,529.8207594791548,Bad,Bad
485,517.0267934238591,Bad,Bad
726,659.3315016666548,Good,Bad
463,482.9779230486107,Bad,Bad
582,633.3866383972321,Bad,Bad
823,808.9836439460885,Good,Good
716,835.2572062366437,Good,Good
795,777.1545423835885,Good,Good
746,670.9077903304458,Good,Bad
782,746.2685133854048,Good,Good
561,661.1842920845725,Bad,Bad
630,575.6269118229048,Bad,Bad
611,617.7139323007749,Bad,Bad
718,760.209431354155,Good,Good
586,595.3300368229048,Bad,Bad
614,637.0038649479048,Bad,Bad
569,572.7405437333224,Bad,Bad
595,608.9498433995657,Bad,Bad
795,767.7819777025479,Good,Good
733,738.0565993229048,Good,Good
499,426.4012398493605,Bad,Bad
822,819.051228229155,Good,Good
692,717.4984938541548,Bad,Good
524,518.6513258854048,Bad,Bad
724,712.5487868229048,Good,Good
813,776.3454603523385,Good,Good
797,737.6689040104048,Good,Good
445,471.09746962428096,Bad,Bad
502,503.7157790104049,Bad,Bad
547,516.0673415104048,Bad,Bad
614,562.8044990148604,Bad,Bad
521,587.3446852604048,Bad,Bad
807,818.436850642721,Good,Good
820,743.1361891666548,Good,Good
428,423.7309157291549,Bad,Bad
787,791.3584932648928,Good,Good
455,460.95155264243533,Bad,Bad
804,785.8942568045654,Good,Good
827,866.043904010405,Good,Good
417,421.78411510593264,Bad,Bad
676,698.6590825470633,Bad,Bad
757,708.5774730373946,Good,Good
822,813.7367960625385,Good,Good
562,577.7533136736107,Bad,Bad
806,770.521931354155,Good,Good
599,656.9796342450664,Bad,Bad
495,447.07242362266766,Bad,Bad
547,507.9089700316794,Bad,Bad
690,665.5385329166548,Bad,Bad
432,468.8324123540435,Bad,Bad
826,860.0042039232644,Good,Good
666,703.8944038705424,Bad,Good
534,536.3080641666548,Bad,Bad
674,719.5564518064066,Bad,Good
810,804.035603229155,Good,Good
598,654.2137209601988,Bad,Bad
753,681.7245680729048,Good,Bad
709,780.482868854155,Good,Good
653,698.3652599792365,Bad,Bad
473,497.9203448926838,Bad,Bad
530,520.0438995749821,Bad,Bad
619,616.137818048014,Bad,Bad
524,553.5107008854048,Bad,Bad
497,536.5497633854048,Bad,Bad
532,551.9829938429664,Bad,Bad
568,537.1803511094316,Bad,Bad
659,649.1366676300912,Bad,Bad
581,600.2675368229048,Bad,Bad
586,604.4927507731669,Bad,Bad
808,791.8776664836942,Good,Good
628,742.9179067051091,Bad,Good
540,513.8529652988591,Bad,Bad
822,803.300251666655,Good,Good
581,566.0198276072401,Bad,Bad
319,369.0410756504216,Bad,Bad
590,647.9432637894628,Bad,Bad
817,787.883259479155,Good,Good
585,589.488055383944,Bad,Bad
626,607.326413626854,Bad,Bad
606,591.1728102604048,Bad,Bad
553,542.7219084729377,Bad,Bad
742,620.3988637363591,Good,Bad
716,672.7643888124785,Good,Bad
813,816.424763385405,Good,Good
488,540.5365797916548,Bad,Bad
486,534.311842073747,Bad,Bad
565,546.2889236135564,Bad,Bad
635,676.8564040104048,Bad,Bad
555,542.5302321354048,Bad,Bad
543,532.5692738926091,Bad,Bad
567,513.3152916602194,Bad,Bad
594,604.0111255516623,Bad,Bad
524,529.9013258854048,Bad,Bad
537,583.3310968999849,Bad,Bad
599,584.7122266823736,Bad,Bad
764,783.2907128069055,Good,Good
708,682.0663649479048,Good,Bad
512,585.5578612840061,Bad,Bad
688,696.0092636973999,Bad,Bad
812,808.404255572905,Good,Good
746,794.159626666655,Good,Good
517,513.6786696354048,Bad,Bad
493,480.79860755485083,Bad,Bad
484,617.8368520176091,Bad,Bad
732,657.9716383854048,Good,Bad
833,810.007282916655,Good,Good
558,555.592757730975,Bad,Bad
718,761.2643752159667,Good,Good
671,659.0008722673607,Bad,Bad
654,727.7416579166548,Bad,Good
514,517.730242883944,Bad,Bad
771,767.9548263141692,Good,Good
494,430.40931456732613,Bad,Bad
519,477.4416626630195,Bad,Bad
577,541.976992648932,Bad,Bad
717,700.7178989358642,Good,Good
766,720.2863103260781,Good,Good
503,543.0645852115887,Bad,Bad
500,599.3293392593225,Bad,Bad
638,627.6268488298607,Bad,Bad
818,802.1947179534277,Good,Good
524,582.7484731113591,Bad,Bad
620,673.1287095834837,Bad,Bad
603,709.9555251041548,Bad,Good
508,516.3153883854048,Bad,Bad
532,533.9135161641735,Bad,Bad
641,617.8411031166971,Bad,Bad
585,550.629131771701,Bad,Bad
516,480.4462445417296,Bad,Bad
517,482.54749990806033,Bad,Bad
662,694.5165395176091,Bad,Bad
503,521.9359938541548,Bad,Bad
541,544.1015211979048,Bad,Bad
729,670.7206618229048,Good,Bad
454,484.6907338535466,Bad,Bad
524,521.8544301426091,Bad,Bad
558,509.4555251041549,Bad,Bad
519,572.3973988926091,Bad,Bad
597,611.2175099220427,Bad,Bad
613,719.2240797916548,Bad,Good
524,545.2196852604048,Bad,Bad
625,660.1561835196864,Bad,Bad
742,585.781512415194,Good,Bad
752,718.3964223301091,Good,Good
430,480.41039696330176,Bad,Bad
525,581.4827165509214,Bad,Bad
804,827.7214005820148,Good,Good
599,669.0199080057558,Bad,Bad
567,559.0445382460263,Bad,Bad
644,607.8334547916548,Bad,Bad
580,501.2832194911533,Bad,Bad
487,520.1415602604048,Bad,Bad
416,468.8417046752296,Bad,Bad
524,552.3431996738591,Bad,Bad
702,687.3700364064255,Good,Bad
719,696.1771364471044,Good,Bad
539,501.89979482993533,Bad,Bad
695,595.1291517585885,Bad,Bad
740,756.9714369148385,Good,Good
733,726.8371760781241,Good,Good
510,475.3749586979049,Bad,Bad
676,655.3002516666548,Bad,Bad
579,543.6751912017997,Bad,Bad
431,502.1097980176838,Bad,Bad
567,505.37282635694635,Bad,Bad
514,480.8163649479049,Bad,Bad
789,703.3163649479048,Good,Good
578,656.2279652988591,Bad,Bad
533,510.19794598581046,Bad,Bad
524,505.2108961979049,Bad,Bad
494,539.1557171979796,Bad,Bad
467,486.70637435111064,Bad,Bad
552,535.6044508854048,Bad,Bad
821,803.1082941423607,Good,Good
557,593.2738844791548,Bad,Bad
465,531.4179274479048,Bad,Bad
537,374.98486376858807,Bad,Bad
782,706.9726149479048,Good,Good
573,573.0663649479048,Bad,Bad
633,579.2241716290464,Bad,Bad
582,597.0380172502782,Bad,Bad
810,802.554646197905,Good,Good
765,789.522907916655,Good,Good
581,497.3031813541549,Bad,Bad
663,664.996130224188,Bad,Bad
512,523.1264027988591,Bad,Bad
650,647.8067891721125,Bad,Bad
661,657.0889414865844,Bad,Bad
564,548.6718336979048,Bad,Bad
793,749.104450885405,Good,Good
508,519.2587477604048,Bad,Bad
811,735.5424391666548,Good,Good
524,538.6259352604048,Bad,Bad
662,671.5038649479048,Bad,Bad
535,521.3422231113591,Bad,Bad
524,486.4462270176091,Bad,Bad
553,676.8313650964285,Bad,Bad
601,552.5455591759343,Bad,Bad
780,780.874470416655,Good,Good
822,810.4274798154717,Good,Good
638,625.4269403712318,Bad,Bad
632,610.2714430729048,Bad,Bad
781,753.0700580696808,Good,Good
543,551.0663649479048,Bad,Bad
754,719.0961501041548,Good,Good
422,195.66520914591928,Bad,Bad
768,764.0039815711966,Good,Good
614,615.9789626041548,Bad,Bad
799,789.0276025886201,Good,Good
472,511.9064210795645,Bad,Bad
832,799.988728229155,Good,Good
545,603.3070876041548,Bad,Bad
739,765.4582524404631,Good,Good
731,693.7971657254598,Good,Bad
776,736.8546366832566,Good,Good
592,593.4887074863591,Bad,Bad
519,540.6657388741273,Bad,Bad
547,558.0273024479048,Bad,Bad
477,489.83280374518694,Bad,Bad
705,705.9848219791548,Good,Good
413,417.4188832676091,Bad,Bad
527,470.39146880250144,Bad,Bad
579,604.3212124823302,Bad,Bad
828,854.0657803857263,Good,Good
664,569.0692946354048,Bad,Bad
814,769.548298541655,Good,Good
807,755.57652251636,Good,Good
535,568.8508057244978,Bad,Bad
502,506.7274977604049,Bad,Bad
548,548.9535512363591,Bad,Bad
485,484.57711657691414,Bad,Bad
526,509.1952711979049,Bad,Bad
670,648.0840808785839,Bad,Bad
511,515.8500323926837,Bad,Bad
579,566.3239436958478,Bad,Bad
566,529.5209547916548,Bad,Bad
622,576.0131422916548,Bad,Bad
506,484.7764631539077,Bad,Bad
778,782.900349322905,Good,Good
541,532.1546628059956,Bad,Bad
529,567.1576735416548,Bad,Bad
755,736.4018289489029,Good,Good
613,575.8432708699952,Bad,Bad
489,513.9887282291548,Bad,Bad
672,621.7543532291548,Bad,Bad
672,675.0377607290848,Bad,Bad
812,777.673786822905,Good,Good
838,842.5320366695541,Good,Good
609,610.3295485416548,Bad,Bad
451,567.0312086979048,Bad,Bad
590,660.8066461858064,Bad,Bad
500,500.63520751644705,Bad,Bad
629,631.6479079166548,Bad,Bad
512,507.2182171979796,Bad,Bad
761,767.560993854155,Good,Good
615,622.6376540104048,Bad,Bad
663,589.0194358503013,Bad,Bad
797,802.9457116143163,Good,Good
612,626.7807204166548,Bad,Bad
487,542.2768141666548,Bad,Bad
635,618.4435498803217,Bad,Bad
491,503.93018891995655,Bad,Bad
588,637.4335524479048,Bad,Bad
524,545.9267165104048,Bad,Bad
523,579.1210524479048,Bad,Bad
628,600.9046731750608,Bad,Bad
691,683.8329665104048,Bad,Bad
803,683.3490797916548,Good,Bad
427,533.8051344791548,Bad,Bad
653,595.228311965654,Bad,Bad
733,754.5463289581091,Good,Good
458,510.1698773542296,Bad,Bad
488,522.0223819061634,Bad,Bad
533,544.8344313541548,Bad,Bad
787,803.3447215727472,Good,Good
821,843.538044635405,Good,Good
657,609.0143146444389,Bad,Bad
781,734.4262282291548,Good,Good
434,502.0021778907927,Bad,Bad
787,774.2548034774552,Good,Good
803,764.060505572905,Good,Good
537,585.9613844791548,Bad,Bad
489,548.0307204166548,Bad,Bad
388,396.67394688972286,Bad,Bad
513,533.0971059238591,Bad,Bad
300,458.1762282291549,Bad,Bad
758,758.880818072905,Good,Good
768,675.7722181648385,Good,Bad
459,489.1420277988591,Bad,Bad
793,747.8993727604048,Good,Good
525,501.8617671606775,Bad,Bad
517,539.8778883854048,Bad,Bad
813,744.0815016666548,Good,Good
552,546.5419508854048,Bad,Bad
785,759.256306354155,Good,Good
594,564.3197829166548,Bad,Bad
514,526.2406813541548,Bad,Bad
613,599.2816969791548,Bad,Bad
678,735.2255446354048,Bad,Good
577,562.8932279560688,Bad,Bad
538,544.8894532975837,Bad,Bad
517,520.4369042049353,Bad,Bad
771,791.546828610197,Good,Good
413,406.4132680332341,Bad,Bad
820,830.4971110786402,Good,Good
428,481.15889460440303,Bad,Bad
608,565.3768488298607,Bad,Bad
460,515.3446645176091,Bad,Bad
601,644.3573805729048,Bad,Bad
703,703.0803369397663,Good,Good
700,763.588153040194,Good,Good
683,654.1117751041548,Bad,Bad
818,814.3857795908809,Good,Good
608,579.4482008854048,Bad,Bad
462,542.0928639804997,Bad,Bad
491,323.6058949863591,Bad,Bad
511,570.9413649479048,Bad,Bad
755,765.4587539305974,Good,Good
731,674.5478226470907,Good,Bad
558,593.2594725759874,Bad,Bad
508,507.80319492893625,Bad,Bad
534,565.7045485416548,Bad,Bad
524,545.3778883854048,Bad,Bad
750,695.4721266666548,Good,Bad
509,513.8305251041548,Bad,Bad
556,602.7520870109581,Bad,Bad
759,774.711384479155,Good,Good
833,794.032185260405,Good,Good
439,428.12818888401864,Bad,Bad
533,530.5493669415464,Bad,Bad
628,552.2069899479048,Bad,Bad
768,743.2519935133597,Good,Good
671,621.397602944775,Bad,Bad
501,512.3002516666548,Bad,Bad
688,742.6034306520362,Bad,Good
517,543.6142165104048,Bad,Bad
603,607.5008943150563,Bad,Bad
543,548.2148024479048,Bad,Bad
580,554.6538268342397,Bad,Bad
651,605.3774143400922,Bad,Bad
673,668.6646275241493,Bad,Bad
556,559.7382183065743,Bad,Bad
716,684.6518141666548,Good,Bad
607,577.5313867142564,Bad,Bad
579,634.5273827489594,Bad,Bad
619,623.0497426426091,Bad,Bad
725,687.0727126041548,Good,Bad
517,484.56469863358853,Bad,Bad
623,649.2104079166548,Bad,Bad
529,516.7059926426091,Bad,Bad
517,533.7685133854048,Bad,Bad
609,639.3920485416548,Bad,Bad
640,549.0444201814912,Bad,Bad
614,677.8153883854048,Bad,Bad
618,644.6216325665464,Bad,Bad
542,582.8681227604048,Bad,Bad
646,558.5256620078115,Bad,Bad
589,676.3597258114851,Bad,Bad
665,689.3877528602056,Bad,Bad
630,640.6719931709072,Bad,Bad
723,684.9788609630249,Good,Bad
816,759.838337604155,Good,Good
517,526.5536696354048,Bad,Bad
466,442.08423133464066,Bad,Bad
467,570.0951735416548,Bad,Bad
508,534.7939040104048,Bad,Bad
793,763.2680088314478,Good,Good
606,626.6086592270237,Bad,Bad
338,523.1630755747775,Bad,Bad
643,680.3213502659589,Bad,Bad
520,523.6557204166548,Bad,Bad
510,548.0077711979048,Bad,Bad
500,440.00485921362247,Bad,Bad
610,643.8249306648203,Bad,Bad
534,535.4232985416548,Bad,Bad
573,561.7443774892242,Bad,Bad
468,476.1044301426091,Bad,Bad
701,675.5705706518951,Good,Bad
599,577.1400954166548,Bad,Bad
513,604.1689040104048,Bad,Bad
538,514.2665570417296,Bad,Bad
603,512.6633868848712,Bad,Bad
524,553.3857008854048,Bad,Bad
535,566.8392511736107,Bad,Bad
520,561.5004469791548,Bad,Bad
781,734.3056227604048,Good,Good
548,578.1005446354048,Bad,Bad
685,673.8158487018844,Bad,Bad
820,791.5421876480434,Good,Good
512,543.0790602604048,Bad,Bad
752,688.8334547916548,Good,Bad
728,798.0090983791827,Good,Good
648,677.8188623514409,Bad,Bad
825,767.286091510405,Good,Good
506,599.7294301426091,Bad,Bad
599,611.2858710237691,Bad,Bad
652,497.87657409162176,Bad,Bad
618,647.1288442051091,Bad,Bad
722,704.2587477604048,Good,Good
500,586.1088454166548,Bad,Bad
543,538.667742883944,Bad,Bad
627,568.0312110588881,Bad,Bad
464,452.9359938541549,Bad,Bad
528,501.1395863926091,Bad,Bad
408,447.9935902988591,Bad,Bad
400,360.995767542654,Bad,Bad
802,766.102986041655,Good,Good
676,654.0580641666548,Bad,Bad
741,765.3833891051529,Good,Good
630,634.3004095803686,Bad,Bad
496,581.9315993229048,Bad,Bad
554,652.3076274313825,Bad,Bad
504,491.3080641666549,Bad,Bad
506,514.0090932285466,Bad,Bad
819,827.8190107007526,Good,Good
452,497.3524945417296,Bad,Bad
576,553.8065993229048,Bad,Bad
509,549.2447343862366,Bad,Bad
805,768.7678236335885,Good,Good
464,509.73226680646155,Bad,Bad
813,815.526325885405,Good,Good
602,618.7419959406935,Bad,Bad
754,744.7646071354048,Good,Good
670,678.0411222595702,Bad,Bad
825,815.6569205815633,Good,Good
563,568.2406606113591,Bad,Bad
433,490.8197621738591,Bad,Bad
611,637.3964223301091,Bad,Bad
640,585.5983346947305,Bad,Bad
777,816.782185260405,Good,Good
712,725.8592916419138,Good,Good
617,618.096444034736,Bad,Bad
659,740.3034956488978,Bad,Good
530,587.3820444229826,Bad,Bad
403,553.4228102604048,Bad,Bad
517,534.9228102604048,Bad,Bad
474,572.3183180729048,Bad,Bad
427,455.915698808918,Bad,Bad
607,604.40281615198,Bad,Bad
461,476.2211501041549,Bad,Bad
789,769.486775104155,Good,Good
796,772.3588246738591,Good,Good
669,668.4127343033236,Bad,Bad
